9
60
1.	0	0	0	1.	0	0	0	1.
0.8090169943749474	0.3090169943749474	0.5	0.3090169943749474	0.5	-0.8090169943749474	-0.5	0.8090169943749474	0.3090169943749474
0.8090169943749474	-0.3090169943749474	-0.5	-0.3090169943749474	0.5	-0.8090169943749474	0.5	0.8090169943749474	0.3090169943749474
0.8090169943749474	-0.3090169943749474	0.5	-0.3090169943749474	0.5	0.8090169943749474	-0.5	-0.8090169943749474	0.3090169943749474
0.8090169943749474	0.3090169943749474	-0.5	0.3090169943749474	0.5	0.8090169943749474	0.5	-0.8090169943749474	0.3090169943749474
0.3090169943749474	-0.5	0.8090169943749474	0.5	0.8090169943749474	0.3090169943749474	-0.8090169943749474	0.3090169943749474	0.5
0.3090169943749474	0.5	0.8090169943749474	-0.5	0.8090169943749474	-0.3090169943749474	-0.8090169943749474	-0.3090169943749474	0.5
0.3090169943749474	-0.5	-0.8090169943749474	0.5	0.8090169943749474	-0.3090169943749474	0.8090169943749474	-0.3090169943749474	0.5
0.3090169943749474	0.5	-0.8090169943749474	-0.5	0.8090169943749474	0.3090169943749474	0.8090169943749474	0.3090169943749474	0.5
0.5	-0.8090169943749474	0.3090169943749474	0.8090169943749474	0.3090169943749474	-0.5	0.3090169943749474	0.5	0.8090169943749474
0.5	-0.8090169943749474	-0.3090169943749474	0.8090169943749474	0.3090169943749474	0.5	-0.3090169943749474	-0.5	0.8090169943749474
0.5	0.8090169943749474	-0.3090169943749474	-0.8090169943749474	0.3090169943749474	-0.5	-0.3090169943749474	0.5	0.8090169943749474
0.5	0.8090169943749474	0.3090169943749474	-0.8090169943749474	0.3090169943749474	0.5	0.3090169943749474	-0.5	0.8090169943749474
0.5	0.8090169943749474	0.3090169943749474	0.8090169943749474	-0.3090169943749474	-0.5	-0.3090169943749474	0.5	-0.8090169943749474
0.5	-0.8090169943749474	-0.3090169943749474	-0.8090169943749474	-0.3090169943749474	-0.5	0.3090169943749474	0.5	-0.8090169943749474
0.5	-0.8090169943749474	0.3090169943749474	-0.8090169943749474	-0.3090169943749474	0.5	-0.3090169943749474	-0.5	-0.8090169943749474
0.5	0.8090169943749474	-0.3090169943749474	0.8090169943749474	-0.3090169943749474	0.5	0.3090169943749474	-0.5	-0.8090169943749474
-0.8090169943749474	-0.3090169943749474	0.5	0.3090169943749474	0.5	0.8090169943749474	-0.5	0.8090169943749474	-0.3090169943749474
-0.8090169943749474	0.3090169943749474	0.5	-0.3090169943749474	0.5	-0.8090169943749474	-0.5	-0.8090169943749474	-0.3090169943749474
-0.8090169943749474	-0.3090169943749474	-0.5	0.3090169943749474	0.5	-0.8090169943749474	0.5	-0.8090169943749474	-0.3090169943749474
-0.8090169943749474	0.3090169943749474	-0.5	-0.3090169943749474	0.5	0.8090169943749474	0.5	0.8090169943749474	-0.3090169943749474
-0.3090169943749474	-0.5	0.8090169943749474	0.5	-0.8090169943749474	-0.3090169943749474	0.8090169943749474	0.3090169943749474	0.5
-0.3090169943749474	-0.5	-0.8090169943749474	0.5	-0.8090169943749474	0.3090169943749474	-0.8090169943749474	-0.3090169943749474	0.5
-0.3090169943749474	0.5	-0.8090169943749474	-0.5	-0.8090169943749474	-0.3090169943749474	-0.8090169943749474	0.3090169943749474	0.5
-0.3090169943749474	0.5	0.8090169943749474	-0.5	-0.8090169943749474	0.3090169943749474	0.8090169943749474	-0.3090169943749474	0.5
-0.3090169943749474	0.5	0.8090169943749474	0.5	0.8090169943749474	-0.3090169943749474	-0.8090169943749474	0.3090169943749474	-0.5
-0.3090169943749474	-0.5	-0.8090169943749474	-0.5	0.8090169943749474	-0.3090169943749474	0.8090169943749474	0.3090169943749474	-0.5
-0.3090169943749474	-0.5	0.8090169943749474	-0.5	0.8090169943749474	0.3090169943749474	-0.8090169943749474	-0.3090169943749474	-0.5
-0.3090169943749474	0.5	-0.8090169943749474	0.5	0.8090169943749474	0.3090169943749474	0.8090169943749474	-0.3090169943749474	-0.5
-0.5	-0.8090169943749474	0.3090169943749474	0.8090169943749474	-0.3090169943749474	0.5	-0.3090169943749474	0.5	0.8090169943749474
-0.5	0.8090169943749474	0.3090169943749474	-0.8090169943749474	-0.3090169943749474	-0.5	-0.3090169943749474	-0.5	0.8090169943749474
-0.5	-0.8090169943749474	-0.3090169943749474	0.8090169943749474	-0.3090169943749474	-0.5	0.3090169943749474	-0.5	0.8090169943749474
-0.5	0.8090169943749474	-0.3090169943749474	-0.8090169943749474	-0.3090169943749474	0.5	0.3090169943749474	0.5	0.8090169943749474
0.8090169943749474	-0.3090169943749474	0.5	0.3090169943749474	-0.5	-0.8090169943749474	0.5	0.8090169943749474	-0.3090169943749474
0.8090169943749474	-0.3090169943749474	-0.5	0.3090169943749474	-0.5	0.8090169943749474	-0.5	-0.8090169943749474	-0.3090169943749474
0.8090169943749474	0.3090169943749474	-0.5	-0.3090169943749474	-0.5	-0.8090169943749474	-0.5	0.8090169943749474	-0.3090169943749474
0.8090169943749474	0.3090169943749474	0.5	-0.3090169943749474	-0.5	0.8090169943749474	0.5	-0.8090169943749474	-0.3090169943749474
0	0	1.	1.	0	0	0	1.	0
0	0	-1.	1.	0	0	0	-1.	0
0	0	1.	-1.	0	0	0	-1.	0
